rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
80,Jeremiah's Pick Gourmet Coffee,Fogbuster Blend,"San Francisco, California",,Very Dark,17/18,,1999-06-01,7,5,6,,,,5,"A pleasantly charred sweetness, buoyant and almost floral, dominates at first. As the cup cools the sweetness recedes and the bitter side of the dark-roast cup prevails.","Pleasantly charred sweetness, buoyant and almost floral. Jeremiah's Pick is one of several young coffee companies in Northern California that roast in the regional dark-roast tradition. Although this blend was not billed as a ""French roast,"" its Agtron reading and flavor profile both put it on the outer fringe",Film-noir and fog fans. I imagine Bogart drinking it at an Ocean Beach diner when the blonde first slinks in: fundamentally bitter with a deceptive sweetness at the beginning.,
84,Montana Coffee Traders,"Guatemalan El Injerto, 1999","Whitefish, Montana",,Very Dark,33/35,,1999-07-01,6,8,6,,,,8,"The powerful acidity is like a whack across the palate. It doesn't allow much else to make an impression, although some cups hinted at a nutty sweetness. Perhaps the robust, dominating acidity is pleasure enough.","A robust, hefty body and old-fashioned, take-no-prisoners acidity with a hint of nutty sweetness. Montana Coffee Roasters, with its straightforward, country-look graphics, has global partners: local roasters in Costa Rica and Moscow, Russia.","The Montana Coffee Traders logo includes charmingly retro silhouettes of two figures in cowboy hats enjoying coffee in front of a fire. This Guatemala, with its hefty body and old-fashioned, take-no-prisoners acidity, should do well around campfires and cowboy hats, not to mention Moscow winters.",
81,Oren's Daily Roast,Antigua Bella Carmona ’99,"New York, New York",,Dark,37/39,,1999-07-01,7,7,6,,,,7,"The bright Latin-American profile is complicated in the aroma by dry, pungently roasty nut tones. The cup displays unusual vegetal tones that reach toward floral, but fall a bit short.","A bright Latin-American profile with roasty nut tones in the aroma. Oren's Daily Roast is an admired small roaster with six Manhattan locations. For more information, visit www.orensdailyroast.com.",A hearty cup for urban campfires.,
87,Heritage Coffee,Guatemala Huehuetenango ’99,"Juneau, Alaska",,Dark,36/37,,1999-07-01,8,5,8,,,,6,"An exquisitely refined chocolate sensation dominates the profile. The chocolate is at its richest and sweetest in aroma, then turns pleasantly dry in the cup and lingers crisply in aftertaste. This may be a bit of a one-note coffee, but it's a very elegant note.","An exquisitely refined chocolate sensation dominates the profile of this coffee. Heritage Coffee is a specialty roaster pioneering both in location (Juneau, Alaska) and in time (founded in 1977).",Chocolate lovers with sophisticated palates.,
79,Milone Bros. Coffee,"Guatemalan Antigua, 1999","Modesto, California",,Very Dark,30/32,,1999-07-01,6,6,6,,,,6,A promising coffee dried out in the roast. The slightly charred bittersweetness edges toward chocolate but doesn't quite make it. Any remaining nuance appears to have been burned off.,"A very dark roast, with slightly charred bittersweetness edging toward chocolate. Milone Brothers is a well-established single-store retailer roaster in the central California city of Modesto.",Those who enjoy the charred sweetness of coffee that absorbed too much heat at the end of the roast.,
85,Java Trading Company,Christmas Blend,"Mercer Island, Washington",,NA,/,,1999-11-01,7,7,8,,,,,"A dry but lively dark roast with a nutty, spicy twist at its pungently roasty heart. Rather light, roast-attenuated body, but the finish is buoyant, almost effervescent, with a subliminal hint of chocolate.","A dry but lively dark roast with a nutty, spicy twist at its pungently roasty heart. Java Trading Company is a wholesale roaster enviably located on Mercer Island in Lake Washington, the large lake bordering Seattle.","Those who like things that are both rugged and elegant. Intense without sentiment, pungent without burned tones, this coffee is energetic enough to please on holiday mornings but roasty enough to taste right in the evening with pie slathered with ice cream.",
85,Java Trading Company,Italian Roast,"Mercer Island, Washington",,NA,/,,1999-11-01,7,7,8,,,,,"A pure, classic dark-roast gesture. Unusually full body for a roast this dark: smooth, balanced, round in the cup, with a sweetness at the core of the dark-roast pungency that opens like a glimpse of a meadow through a curtain of pines.","A pure, classic dark-roast gesture. Unusually full body for a roast this dark: smooth, balanced, round in the cup, with a sweetness at the core of the dark-roast pungency. Italian is a common American term for a blend of coffees brought to a degree of roast much darker than the norm, but not as dark as the terminally thin, burned blends called French.","Bittersweet chocolate lovers, wide-wale corduroy wearers, haters of breakfast blends, evening fire contemplators.",
85,Mountanos Brothers Coffee Company,Holiday Blend with Spices,"South San Francisco, California",,NA,/,,1999-11-01,8,7,7,,,,6,"Pleasant and interesting, although to my taste the coffee component is not quite sweet or heavy-bodied enough to completely support the spice. A sharp tickle of pepper and clove with a hint of cinnamon sweetness complicates a straightforward, low-key cup.","Pleasant and interesting. A sharp tickle of pepper and clove with a hint of cinnamon sweetness complicates a straightforward, low-key cup. A blend of whole bean coffees enhanced with natural cinnamon stick, green and red peppercorns and cloves. This is not an artificially flavored coffee. Rather, it is roughly analogous to naturally flavored teas like jasmine, Earl Grey and Constant Comment.","Holiday entertainers too sophisticated for brassy artificially flavored coffees but who want a change of pace. Probably best drunk black or with spirits (brandy, rum, grappa) and a little brown sugar. May not be sturdy enough to support much milk or cream.",
83,Starbucks Coffee,Christmas Blend,"Seattle, Washington",,NA,/,,1999-11-01,7,7,6,,,,6,"The earthy tones of the Indonesias dominate, sweet in the nose but dry and cocoa-like on the palate. A hint of winy fruit tries to raise its head above the dry earth and cocoa but subsides into the taciturn briskness of the cup.","The earthy tones of the Indonesias dominate, sweet in the nose but dry and cocoa-like on the palate. The slight earthy or musty hardness contributed by the Indonesia coffees in this blend is a controversial flavor note, but many coffee drinkers appear to enjoy it.","The combination of dry, brisk mid-tones and earthy bottom produces a quirky breakfast coffee with additional murkily exotic after dinner possibilities. Try it brewed drip with a shot of brandy and a dollop of whipped cream.",
73,Eight O'Clock Coffee,Original Blend,"Montvale, New Jersey",,NA,/,,2000-01-01,6,7,3,,,,3,"Overwhelmingly musty. If you don 't understand musty, imagine the smell (or taste) of old shoes at the bottom of a damp closet. The mustiness is haloed with sweetness when the cup is hot, but as the coffee cools nothing remains except mustiness: flat and oppressive.","Overwhelmingly musty. The bag declares that the coffee inside is ""100% arabica."" Which means that, rather than cutting costs with the usual bland robustas, this remarkably inexpensive blend does it with, I suspect, the lowest grade Sumatras. Sold whole-bean in a foil valve bag","Those who love musty Sumatras to the point of masochism or shoppers who are desperate for a really cheap whole bean coffee. I generally don 't care for musty coffees, but in deference to those who do, I have trained myself to accept and even enjoy mustiness in moderation. But the musty sensation in this coffee quite exceeds moderation.",
74,Chock Full O'Nuts Coffee,Chock Full O’Nuts,"New York, New York",,NA,/,,2000-01-01,4,8,4,,,,3,"The aroma is faint and faintly sweet. The cup displays a pruny fruitiness that plays peek-a-boo with a distinctly unpleasant rubbery taste. In the finish the sweetness prevails, though barely.",The cup displays a pruny fruitiness that plays peek-a-boo with a distinctly unpleasant rubbery taste This blend almost certainly contains robustas. Sold pre-ground and in a vacuum-sealed steel can. Cost per ounce: $0.24.,People who enjoy licking sugar off tires. (Sorry.),
76,Procter & Gamble,Folgers Aroma Roasted,"Cincinnati, Ohio",,NA,/,,2000-01-01,6,8,4,,,,3,"I 'd call this heavy-bodied coffee rich if there was anything to be rich. The aroma is pleasantly sweet, but the cup displays -- quite literally -- no flavor whatsoever, only primary taste sensation, a sort of heavy emptiness with insinuations of bitterness and sweetness.","The aroma is pleasantly sweet, but the cup displays -- quite literally -- no flavor whatsoever. ""Pure coffee"" the can says, not pure arabica coffee, which almost certainly means this blend contains robustas, the heavy, tasteless villains of the coffee world. The flavor profile suggests it contains a lot of robustas. Sold pre-ground and in a vacuum-s",People without olfactory functions.,
81,Kraft Foods,Yuban 100% Colombian,"Tarrytown, New York",,NA,/,,2000-01-01,5,6,6,,,,7,"Sweet yet dryly bright, lightly acidy with shimmers of wine and flowers. As the coffee cools the grace notes settle toward chocolate. Not much body, dimension or staying power, but a lively, balanced cup.","Sweet yet dryly bright, lightly acidy with shimmers of wine and flowers. As the coffee cools the grace notes settle toward chocolate. Handsome Juan Valdez and large quantities of good-to-decent coffee at reasonable prices have made Colombia the only single origin to stake out a significant presence on supermarket shelves. Sold pre-ground in a vacuum-sealed steel can. Price per ounce: $0","If traditions can come in a can, canned Colombias like this one are an American tradition. My parents brewed canned Colombia in their Danish modern Chemex in 1960. Compared to the listless, plodding nonentities of canned blends it competes against, this coffee is a virtual thoroughbred.",
78,Holland Coffee Group,Timor Aifu,"Navato, California",,NA,/,,2000-02-01,6,6,6,,,,6,"Split vote, split coffee. The yeas responded to a bright, brisk, floral-and-fruit-toned richness with sweet cedar innuendoes. The nays were disturbed by hard, off-tasting undertones, perhaps a baggy mustiness.","This coffee received a split vote - bright, brisk richness or baggy mustiness. Reviewed as a green coffee by the Cupping Board Produced by small-holder peasant farmers and processed by the wet or washed method at centrally located mills. Aifu is a grade name for wet-processed Timor coffee grown at elevations close to, but under, 5,600 feet. Purchase of coffees like this one assis",,
81,InterAmerican Commodities,Papua New Guinea – Mile-High,"Houston, Texas",,NA,/,,2000-02-01,6,6,6,,,,6,"This sweet, deep-toned coffee with its pruny fruit notes edging toward chocolate attracted considerable praise, though some panelists expressed ambivalence: ""some character but not too interesting next to others""; ""[a kind of] sweet, fruity flavor that I don 't much care for."" Perhaps a faded mustiness restrained this coffee 's considerable potential.",Mile-High is an exporter 's name for a coffee type assembled from the production of several small- to medium-sized farms.,,
81,Amcafe,Papua New Guinea – Sigri,"New Rochelle, New York",,NA,/,,2000-02-01,6,7,6,,,,6,"Panelists described a clean-tasting, agreeable coffee that was perhaps too agreeable, low-key to a fault. ""Good balance, but not much to balance,"" complained one panelist. ""Nothing really to grab onto,"" wrote another. Finished well, with a hint of chocolate, and the cup seemed to strengthen in character a bit as it cooled.","A clean tasting, agreeable coffee, which was low key to a fault. Reviewed as a green coffee by the Cupping Board Sigri is a market name for one of Papua New Guinea 's best established and most distinguished estate coffees. Amcafé 's New York office was founded by Michael Glenister, who has become an influential leader in the international sphere of specialty coffee.",,
81,Humboldt Bay Coffee,"Decaf Good, Strong Blend","Eureka, California",,NA,/,,2000-03-01,8,6,6,,,,5,"A rather sharp pungency dominates this dark-roast blend, looming over some rather cowed dry fruit tones. A spicy sweetness shimmers here and there, notably in aroma and aftertaste.","A rather sharp pungency dominates this dark-roast blend, looming over some rather cowed dry fruit tones. Decaffeinated by the European process using the solvent methylene chloride. Humboldt Bay Coffee is a small-batch, quality-oriented wholesale roaster established in 1992 on California 's North Coast.","A wonderful blend name, appropriate to Eureka, a logging and fishing town whose austere setting and no-bull North Coast attitude may make a rough, dark-roast blend without much nuance like this one perfectly appropriate.",
89,PT's Coffee Roasting Co.,Papua New Guinea Organic,"Topeka, Kansas","Morobe Province, Papua New Guinea.",NA,/,,2000-04-01,7,8,8,,,,7,"A ripe, almost overripe, sweetness carries giddily from aroma to finish, anchored by a discreet touch of roast pungency. The lush fruit tones flirt with ferment but stay on the sweet side. A wonderfully juicy, deeply dimensioned coffee.","A ripe, almost overripe, sweetness carries giddily from aroma to finish, anchored by a discreet touch of roast pungency. Grown and processed by peasant farmers organized in a large cooperative. Certified organically grown. PT 's Coffee is a locally award-wining, quality-oriented small-batch roaster whose motto is ""Without the love, it 's just coffee.""","People fond of big, sweet yet natural culinary gestures. Should make a pleasant stand-alone afterdinner coffee or a voluptuous accompaniment to a chaste dessert.",
91,Humboldt Bay Coffee,Organic East Timor,"Eureka, California",,NA,/,,2000-04-01,8,7,8,,,,7,"Acidy but balanced, softly powerful, saturated by elegantly dry cocoa tones and a touch of deep-toned, winey fruit. The cocoa tones linger exquisitely in the aftertaste.","Acidy but balanced, softly powerful, saturated by elegantly dry cocoa tones and a touch of deep-toned, winey fruit. Grown by peasant small holders and processed by the wet or washed method at centrally located mills. Certified organically grown. Purchase of coffees like this one assist in rebuilding East Timor, devastated by its recent war of independence from Indonesi","A lovely, versatile coffee with enough acidity to satisfy traditional coffee drinkers but enough low-toned power and complexity to please those who prefer a rounder, fuller cup.",
91,PT's Coffee Roasting Co.,Guatemalan Organic,"Topeka, Kansas",,NA,/,,2000-04-01,9,7,8,,,,7,"A classic Guatemala in the lighter, softer mode: floral, gently acidy, high-toned but deeply dimensioned. Flowers permeate even the slight bitterness of the roast. A coffee as pure, sweet-toned and brightly complex as a Guatemalan weaving.","Produced by a cooperative of peasant growers in the mountains above Lake Atitlan and marketed under the name El Quiche. Fair Traded and certified organically grown. PT 's coffee is a locally award-winning, quality-oriented small-batch roaster whose motto is ""Without the love, it's just coffee.""","Those with a taste for things gentle, delicate, and sweet without sentiment. Probably best brewed with paper filters to preserve the elegance and refined high notes.",
93,Uncommon Grounds,Organic Timor,"Berkeley, California",,NA,/,,2000-04-01,8,8,10,,,,7,"The quintessentially smooth, deep, rich Pacific coffee. Not so much complex as dense with sensation. Refined, crisply seductive cocoa tones carry elegantly from aroma to aftertaste.","The quintessentially smooth, deep, rich Pacific coffee. Grown by peasant small holders and processed by the wet method at centrally located mills. Purchase of coffees like this one assist in rebuilding East Timor, devastated by its recent war of independence from Indonesia. Certified organically grown. Uncommo","Should be delicious brewed any time, any way, but I can 't imagine a much better coffee either after dinner or as a straight-shot espresso.",
87,Illy Espresso,Espresso,"Trieste, Italy",,NA,/,,2000-08-01,7,7,8,,,,,"Clean, elegant, balanced. Fragrant with toast, nut, and caramel notes in aroma, suave in body. The straightforward balance of bitter and sweet tones in the demitasse is complicated by the slightest edge of floral acidity and dry fruit. Light, bright and sweet in milk.","Clean, elegant, balanced. Fragrant with toast, nut, and caramel notes in aroma, suave in body. The world 's most famous name in espresso, Illy is renowned for technical sophistication and the consistency and quality of its canned whole-bean espresso blends.",Caffe latte drinkers should not; its virtues vanish in large quantities of milk. Straight shot drinkers looking for refined complexity should.,
89,Mr. Espresso,Gold Medal Blend,"Oakland, California",,NA,/,,2000-08-01,8,7,8,,,,,"The aroma is clean and high-toned with innuendo of fresh leather. The demitasse is complex but controlled, with a classic balance of sweetness and bitterness embellished by cocoa and nut notes and a crisp shimmer of acidity. In discreet amounts of milk seductive with caramel and cocoa tones.","The aroma is clean and high-toned with innuendo of fresh leather. The demitasse is complex but controlled, with a classic balance of sweetness and bitterness. Mr. Espresso is a small-batch wholesale roaster in the San Francisco Bay Area that uses traditional oak-fired roasting machines to produce its smooth blends. Gold Medal Blend has won the Chefs in America competition for four straight years.",Enjoy its complex elegance as a straight shot or in moderate amounts of milk. Forgiving in the brewing.,
90,La Colombe Torrefaction,Nizza Blend,"Philadelphia, Pennsylvania",,NA,0/0,,2000-08-01,9,8,8,7,8,,,"Impressive complexity: high, sweet notes, caramel in the middle, crisp, edge-of-burned tones, a touch of floral acidity. Excellent body. Pungent, bitter tones propose sugar for the demitasse, but give this blend tremendous staying power in milk, where it blossoms with little loss of range or complexity.","Impressive complexity: high, sweet notes, caramel in the middle, crisp, edge-of-burned tones, a touch of floral acidity. Excellent body. La Colombe Torrefaction is a small-batch roaster that promotes its coffees with testimonials from celebrity and near-celebrity chefs. Happily, this moderately roasted espresso blend lives up to its hype.","A fine, versatile American espresso: intriguing in the small cup and substantial in milk. Forgiving in the brewing.",
84,Uncommon Grounds,Fair-Trade Organic Nicaraguan,"Berkeley, California",,NA,/,,2000-09-01,7,7,7,,,,5,"A dominating roast flushes out most nuance, but imparts a pleasantly dry, cocoaish character to an elegantly crisp cup. Gently austere.","A dominating roast flushes out most nuance, but imparts a pleasantly dry, cocoaish character to an elegantly crisp cup. Gently austere. From an uncompromisingly traditional farm that grows only the admired bourbon variety of Coffea arabica. Certified organically grown and Fair-Trade Certified. Uncommon Grounds is a long-established small-batch wholesale roaster in the San Francisco Bay Ar","Crisp rather than brisk, a good multiple-cup breakfast choice for dark-roast aficionados.",
81,White Horse Coffee & Tea,India Monsoon Malabar,"Sutherlin, Oregon",,NA,/,,2000-12-01,6,5,6,,,,Very Low,"The charred tones of the aggressive dark roast are relieved by a substantial sweetness and twisty, musty tones that publicists often label chocolate. They aren ‘t chocolate, but they can be pleasantly intriguing, as they are here. Beans are coated after roasting with acid-neutralizing agenMonsooned coffees have been exposed deliberately to moisture-laden monsoon winds in […]","The charred tones of the aggressive dark roast are relieved by a substantial sweetness and twisty, musty tones that publicists often label chocolate. They aren 't chocolate, but they can be pleasantly intriguing, as they are here. Beans are coated after roasting with acid-neutralizing agenMonsooned coffees have been exposed deliberately to moisture-laden monsoon winds in open-sided warehouses for several months after the coffees have been dried and the fruit removed. Monsooning red",Acid-avoiders of the dark-roast school who may enjoy the additional damp-closet complication of the monsooning.,
86,Martinez Fine Coffees,Brazilian Cerrado Capim Branco,"Atlanta, Georgia","Cerrado region, Brazil",NA,/,NA,2000-12-01,7,8,8,6,,,7,"Crisp rather than bright, dry rather than acidy, bittersweet, cocoaish, elegant but limited. From a well-run farm in the relatively new growing region of Cerrado. Martinez Fine Coffees is known for its elegant packaging and respectful presentation of single-origin coffees.","Crisp rather than bright, dry rather than acidy, bittersweet, cocoaish, elegant but limited. From a well-run farm in the relatively new growing region of Cerrado. Martinez Fine Coffees is known for its elegant packaging and respectful presentation of single-origin coffees.",A versatile coffee for acid-avoiders. Should make a pleasantly bracing drip coffee for breakfast and a dry but chocolaty complement to sweet desserts later in the day.,
85,Silver Canyon Coffee,Aged Sumatra,"Boulder, Colorado",,NA,/,,2000-12-01,6,8,7,,,,Very Low,,,"Acid-avoiders who enjoy heavy, bittersweet drinks like porter.",
84,Orleans Coffee Exchange,Sulawesi Toraja Dark,"New Orleans, Louisiana",,NA,/,,2001-03-01,8,8,7,,,,,"The rather aggressive dark roast simplifies the coffee, intensifying the bitter tones, dampening the sweet, and turning hints of chocolate toward spice. The aftertaste is attractively bittersweet but thin.",. Orleans Coffee Exchange is a quality-oriented wholesale roaster founded in 1983 in New Orleans.,A French-Roast-drinker 's Sulawesi: the bitter bite of an assertive dark roast complicated by a twist of spice.,
87,Café Moto,Moto Brew,"San Diego, California",,NA,/,,2001-06-01,7,9,7,,,,,"An impressively full-bodied and deeply dimensioned darker-roasted blend. Richly spicy, bitter but round, with a hint of dry, prune-like fruit. The spice and prune tones complicate the bitter but rich finish.","Richly spicy, bitter but round, with a hint of dry, prune-like fruit. The spice and prune tones complicate the bitter but rich finish. Café Moto 's shiny black bag and bluntly retro motorcycle logo are an appropriate graphic match for this big-bodied, dryly austere blend.","Those who enjoy a big, roasty-tasting coffee that rumbles rather than whines.",
88,Neighbors Coffee,Pride of the Andes,"Oklahoma City, Oklahoma",,NA,/,,2001-06-01,7,6,8,,,,5,"The rich, grapey, slightly fermented fruit taste Guatemalans call avinatado or winyness dominates the profile of this medium-dark-roasted blend, together with the intensely and fleetingly sweet innuendoes we associate with dusk flowers like jasmine or honeysuckle. The finish is sweet, almost juicy.","A decadent breakfast blend with a sweet, almost juicy finish. Over the past three decades Neighbors Coffee evolved from office coffee service to major regional wholesale specialty roaster offering an impressive range of single-origin and blended coffees.","Neither Oklahoma City nor the Andes suggest sophisticated decadence, but this is most definitely a decadent 's breakfast blend, sweet and giddy with fermented fruit and lush floral tones. Not a purist 's coffee, but an intriguing one.",
89,Coffee Roasters of Pasadena,Chuck Roast,"Pasadena, California",,NA,/,,2001-06-01,7,7,8,,,,7,"Smooth, balanced, with excellent range, from floral top notes through a bright, juicy, acidy middle to a roasty, bitterish bottom. The most impressive aspect of this coffee is its pleasing natural sweetness, which persists from aroma through cup to light-footed but authoritative finish.","Smooth, balanced, with excellent range, from floral top notes through a bright, juicy, acidy middle to a roasty, bitterish bottom. A blend of a single coffee brought to two different roast styles, one lighter and one darker. The coffee that composes both parts of the blend is produced on the Dos Marias estate, a Guatemalan farm lovingly operated for five generations by a large, multi","A versatile coffee with enough acidity for traditionalists, enough roasty bitterness for coffee-with-milkers, and an ingratiating sweetness that should please all. Blends of two distinctly different roast styles can create a blurred, self-canceling impression, particularly if the dark-roasted part of the blend is too sharp or overbearing, but here the two roast styles work together elegantly.",
93,Caribou Coffee,Daybreak Morning Blend,"Minneapolis, Minnesota",,NA,/,,2001-06-01,9,7,8,,,,8,"A classic American breakfast coffee: intensely and brightly acidy but juicily sweet, deeply dimensioned, with meadowy hints of flowers that deepen toward fruit in the finish. As the finish fades, we 're left again with a shimmer of flowers.","A classic American breakfast coffee: intensely and brightly acidy but juicily sweet, deeply dimensioned, with meadowy hints of flowers that deepen toward fruit in the finish. Caribou Coffee, a large coffee chain headquartered in Minneapolis, began as a well-designed and executed variation on the Starbucks theme, but judging from the traditional quality of the blend reviewed here, more is going on these days at Caribou than sim","Too big, too acidy, and too intense for the Starbucks crowd, but coffee aficionados of the old school should love its grand yet delicately nuanced gesture.",
86,Coffeemaria,Mexico Chiapas Altura,"Hanover Park, Illinois",,Medium-Dark,42/49,,2001-12-01,8,8,7,,,,7,"The aroma is rich, deeply dimensioned, shot through with bracing grapefruit tones; the body smooth and full. The richly expressed grapefruit tones excite when the cup is hot, but turn a touch bitterish and sharp as it cools, particularly in the finish.","A shade-grown coffee from an association of small producers. Coffeemaria is a boutique micro-roaster that, via its website, sells coffee roasted to order and same-day shipped.","An interesting breakfast cup: rich and smooth but crisp with citrus notes. Drink it hot, before the bitterness sets in.",
86,Caffe Ibis,"Organic Mexican Altura, Full City Roast","Logan, Utah",,Medium-Dark,42/45,,2001-12-01,8,8,7,,,,6,"Low-toned, subdued but sweet and rich, with an almost chewy body and a tantalizing suggestion of flowers, lavender perhaps. As the cup cools a slight rubbery note emerges, reflecting either a roasting fault or a storage or processing problem with the green coffee.","This coffee is ""triple certified,"" meaning it is certified organically grown, fair-traded, and Smithsonian Institution certified ""Bird Friendly."" Caffe Ibis is a long-established, pioneering small-batch specialty roaster that emphasizes its commitment to social, economic, and environmental responsibility. Located at the edge of the Wasatch Range of mountains, its slogan is ""Mountain Grown, Mountain Roasted.""","Fast coffee drinkers. An impressively full bodied, rich cup when hot; excellent with whitener.",
87,Allegro Coffee,Organic Mexican,"Thornton, Colorado",,Medium,51/58,,2001-12-01,7,8,7,,,,7,"Deep-toned roasty sweetness in the aroma; in the cup low-toned, rich yet crisp, laced with sweetly roasty nuance: nuts, dried fruit, and a suggestion of round, milky chocolate in the finish.","From La Trinidad, a cooperative of subsistence farmers who grow a particularly well-processed, high-grown coffee from trees of the traditional typical variety of Arabica. Allegro, whose coffees appear prominently in the Whole Foods market chain, offers one of the world's finest lines of single-origin, documented estate coffees.","A richly low-key coffee that is round and sweet enough to drink black at any time, including after dinner.",
87,Neighbors Coffee,Sierra Madre,"Oklahoma City, Oklahoma",,Medium,51/60,,2001-12-01,7,7,7,,,,7,"The aroma is high-toned and bright, vivid with leather and lemon notes. The lemon notes turn faintly floral in the cup, which is dominated by a rather sharp acidity, barely buffered by sweetness. The body is full for a medium-roasted coffee; the finish astringent but rich.",Over the past three decades Neighbors Coffee evolved from office coffee service to major regional wholesale specialty roaster offering an impressive range of single-origin and blended coffees.,Old-fashioned coffee drinkers who enjoy a brightly acidy but substantial morning cup with summery hints of lemon and flowers.,
73,Café Bustelo,Dark Roast,"Miami, Florida",,Very Dark,0/44,,2002-03-01,5,8,5,,,,1,"Densely bitter; heavy rather than full. Some sweet, raisin-like fruit struggles to get out from under the bitter weight of the cup.","Sold roast and ground in a 10-ounce can; 40 cents per ounce. Café Bustelo, one of the most widely distributed of the many canned coffees designed for ""el gusto Hispano,"" also long has functioned as a sort of poor man's (or poor student's) specialty coffee. Finely ground enough to pack into the humble little hour-glass-shaped Italian espresso makers called caffettiere, Bustelo makes a nice, stiff demitasse in the Cuban style. I downed many as a student. Unfortunately, put to the test on the cupping table against other drip-style coffees, Bustelo comes off as heavy and oppressive. Visit www.javacabana.com or call 1-800-990-9039 for more info.","Try it as Cuban-style espresso: pack it into one of the little hour-glass-shaped espresso brewers Italians call caffettiere and after brewing pour the coffee into preheated demitasse cups about half-filled with white sugar, stirring as you pour.",
74,Hills Bros.,Mild Roast,"Sara Lee Coffee & Tea, Harrison, New York",,Very Dark,0/67,,2002-03-01,5,6,5,,,,5,"The aroma is thin, faintly sweet and tea-like, with mildewed nut notes. The cup is, well, thin, faintly sweet and tea-like, with mildewed nut notes.","Sold roasted and ground in an 11.5-ounce can; 35 cents per ounce. The language on the can (""New! Smooth & Gentle!"") suggests that this blend represents a sort of split-the-middle effort to capture consumers who care neither for the dry, acidy sensation of the traditional American cup nor the bittersweetness of a dark-roast cup. Or, another way to look at it: turn the bland character of a cup dominated by cheap robusta coffees from defect into virtue.Call 1-888-246-2598 for more info.",Those on extreme budgets who can't stand even a hint of acidity or dark-roast character.,
77,Café Buen Dia,Costa Rica Roast,"Fountain Valley, California",,Very Dark,0/38,,2002-03-01,5,7,5,,,,5,"Low-key to the point of neutrality. The interesting wood, leather and spice tones in the aroma are overwhelmed by a dominating woody character in the cup. Literally tastes as though it had just dribbled off a board into the cup.","Sold roast and ground in a 12-ounce valve bag; 58 cents per ounce. Apparently grown, roast, ground and packaged entirely in Costa Rica. I am not sure what ""Costa Rica roast"" means. (The distributor also offers more conventionally named ""Espresso"" and ""Dark"" roasts.) Perhaps this coffee has been extremely slow-roasted (as coffee often is in Latin America), which might account for its oddly woody character.",I guess those who enjoy the odor of freshly cut wood.,
78,Lavazza,Premium Drip Coffee,"New York, New York",,Dark,0/81,,2002-03-01,3,7,5,,,,6,"Flat, feeble, tea-like aroma. The cup is sweet but the acidity is weak-kneed and a bit sour. A pleasant hint of fruit, but not enough to save the cup from its general dull listlessness.","Sold roasted and ground in a 10-ounce can; 63 cents per ounce. Lavazza is one of the world's leading suppliers of espresso coffees. This is a drip blend designed for the American market, but, like all of Lavazza's coffees, it is roasted and packed in Italy.","Those who prefer a weak, tea-like cup. The extremely light roast has not developed the coffee.",
88,Josuma Coffee,Malabar Gold Espresso,"Menlo Park, California",A blend of coffees from southern India.,Medium,45/59,,2002-04-01,7,8,6,,8,,,"In the small cup full and buttery in body, in flavor grainy, sharply malty/musty, with dry, pleasing cherry-like fruit notes. Cappuccino-quantities of milk sweeten the profile, accentuating the fruit and turning the grainy tones pleasantly nut-like. At its best in big milk, where it its fat, buttery body masters the dairy with pure weight and character rather than with bitterness. (86 straight espresso, 90 w/milk)","Josuma Coffee is a distinguished importer of India coffees. Josuma's Malabar Gold Espresso is an all-Indian espresso blend that takes advantage of the wide range of espresso-friendly coffees produced in India, including Monsooned Malabar (dry-processed arabica coffee systematically exposed to moist monsoon winds) and fine, wet-processed robustas. Visit www.josuma.com or call 1-650-366-5453 for more info.",Caffé latte drinkers and anyone interested in this blend's unusual character and explicit use of robustas and Monsooned Malabars.,
88,Flying Goat Coffee,Brazil Mogiana Bourbon “Safira”,"Healdsburg, California","Mogiana growing region, Sao Paulo State, Brazil",Medium-Dark,43/44,,2002-04-01,7,8,8,,7,,,"Smooth, medium-to-full bodied and richly balanced in the small cup, discreetly complicated by crisp leather and dry chocolate notes. Slightly astringent in the finish. Milk amplifies the dry chocolate tones, which turn hearty and bittersweet in short milk drinks and voluptuously sweet in taller. (87 straight espresso, 88 w/milk)","That espresso is best brewed from a blend of beans from different origins is a truism among coffee professionals, and one that is generally supported by experience. However, there are some origins that, on their own, lend themselves particularly well to espresso brewing. The low acidity, natural sweetness and rich bottom notes of many dry-processed Brazils like this one make this origin one of the prime candidates for single-origin espresso. This tactfully roasted version from Flying Goat Coffee makes a fine and versatile cup.  Visit www.flyinggoatcoffee.com or call 1-800-675-3599 for more info.","Less complex than many blended espressos, but satisfying in its powerful balance, particularly in short milk drinks like the cappuccino.",
88,Morning Star Coffee,Espresso Blend,"West Chester, Pennsylvania",Not disclosed.,Very Dark,34/34,,2002-04-01,9,7,7,,8,,,"In the small cup intense and rather lean-bodied but richly sweet, complicated by dry fruit notes and shimmers of flowers and chocolate. In milk smooth, sweet and toasty with a lushly chocolate-toned finish. (87 straight espresso, 88 w/milk)",Morning Star Coffee is a retail and wholesale specialty roaster with a particularly interesting array of blended coffees. Visit www.morningstarcoffees.com or call not available for more info.,"Perhaps too intense for straight shots, but relaxes opulently in milk.",
