coffee_id,Country_of_Origin,Farm_Name,Lot_Number,Mill,ICO_Number,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Grading_Date,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Expiration,Certification_Body,Certification_Address,Certification_Contact,parsed_expiration,parsed_grading_date
1110,Mexico,"la orduña, coatepec, veracruz",,alcafe s.a. de c.v,1104362940,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,October 9 2012,pablo enrique martinez gama,Typica,,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,,80.17,0.11,Green,0,2,0,October 9 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-10-09,2012-10-09
1137,Mexico,finca la orduña,,"finca la orduña, coatepec, ver.",1104362940,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,100,1 kg,AMECAFE,2012,July 11 2012,pablo enrique martinez gama,Typica,,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,,79.92,0.12,Green,0,6,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
187,Mexico,la distancia,,la distancia,1506680144,,1700,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,100,80 kg,AMECAFE,2012,July 27 2012,victor hugo melchor cordova,Typica,,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,,84.33,0.12,Blue-Green,0,1,0,July 27 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-27,2012-07-27
961,Mexico,cruz verde,,cruz verde,0,,1000,veracruz,HECTOR GABRIEL BARREDA NADER,70,1 kg,AMECAFE,2012,July 11 2012,hector gabriel barreda nader,Typica,,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,,81.33,0.12,None,0,4,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
1138,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",1104387103,cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1 kg,AMECAFE,2012,July 11 2012,jesus carlos cadena valdivia,Mundo Novo,,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,,79.92,0.11,Green,0,0,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
1033,Mexico,la victoria pante nubes,,predio santo domingo,1506717737,productora rural la victoria s.p.r. de r.l.,1210,motozintla,DOMINGO MUGUIRA REVUELTA,15,1 kg,AMECAFE,2012,August 30 2012,luis roberto fermoso beltran,Catuai,,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,,80.83,0.13,Green,0,7,0,August 30 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-30,2012-08-30
1112,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,1 kg,AMECAFE,2012,September 10 2012,marco virgilio ramirez teliz,Bourbon,,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,,80.17,0.12,Green,0,12,0,September 10 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-10,2012-09-10
1184,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,12,1 kg,AMECAFE,2012,September 10 2012,marco virgilio ramirez teliz,Bourbon,,Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,,79.25,0.13,Green,0,10,0,September 10 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-10,2012-09-10
1290,Mexico,la marina-el orizabeño,,beneficio de café tecoxolco s. de r.l. de c.v.,1104820070,,1200,xalapa,MYRNA ROXANA GÁLVEZ GONZÁLEZ,100,1 kg,AMECAFE,2012,September 17 2012,myrna roxana galvez gonzalez,Typica,,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,,74,0.13,None,0,27,0,September 17 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-17,2012-09-17
519,Mexico,vegas,,"coatepec, ver",1104362909,,750,coatepec,GONZALO RIVERO PUERTO,15,1 kg,AMECAFE,2012,July 26 2012,rosa aurora falcon fernandez,Typica,,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,,83,0.11,Green,0,20,0,July 26 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-26,2012-07-26
790,Mexico,bola de oro,,"coatepec, ver",1104362837,,1250,coatepec,ROSA AURORA FALCON FERNANDEZ,15,1 kg,AMECAFE,2012,July 26 2012,rosa aurora falcon fernandez,Typica,,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,,82.08,0.11,Green,0,11,0,July 26 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-26,2012-07-26
1143,Mexico,la cuchilla,,cafetalera la cuchilla,1104276076,,1300,veracruz,CIRO DE LA VEQUIA CESSA,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,,79.83,0.12,Green,0,3,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
601,Mexico,tlamatoca,,cafetalera la cuchilla,1104289425,,1200,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,,82.75,0.12,,0,0,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
792,Mexico,tomatlancillo,,cafetalera la cuchilla,1102751467,,1250,veracruz,RAMIRO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,,82.08,0.11,Green,0,1,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
751,Mexico,chilcuatla,,cafetalera la cuchilla,1102751473,,1100,veracruz,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,July 11 2012,sergio de la vequia bernardi,Typica,,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,,82.25,0.11,Green,0,0,0,July 11 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-07-11,2012-07-11
1167,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,,79.58,0.13,Green,0,5,0,August 30 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-30,2012-08-30
574,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,,82.83,0.12,Green,2,10,0,August 30 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-30,2012-08-30
867,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,,81.75,0.12,Green,10,14,0,August 30 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-30,2012-08-30
1086,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,,80.42,0.12,Green,4,16,0,August 30 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-30,2012-08-30
1173,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 1 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,,79.5,0.12,Green,1,20,0,August 1 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-08-01,2012-08-01
866,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",,"arroyo triste, arroyo triste, san jose vista hermosa","2037240, 2037150,1400213685",,1100,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1 kg,AMECAFE,2012,September 4 2012,diego manuel woolrich ramirez,Typica,,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,,81.75,0.11,Green,0,1,0,September 4 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-04,2012-09-04
995,Mexico,cafetal sinai,,cafetal sinai,"1405833052, 1405833062",,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMECAFE,2012,September 4 2012,diego manuel woolrich ramirez,Typica,,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,,81.08,0.12,Green,0,2,0,September 4 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-04,2012-09-04
1047,Mexico,san josé y el portillo,,san josé y el portillo,"1401325570, 1405822583, 1405822338",,1200,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30,1 kg,AMECAFE,2012,September 4 2012,diego manuel woolrich ramirez,Typica,,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,,80.75,0.11,Green,0,2,0,September 4 2013,AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,2013-09-04,2012-09-04
